"","FID","WNS_MAP_YR","WNS_STATUS","YR_SUSPECT","YR_CONFIRM","SAMPLEDATE","STATEPROV","COUNTYNAME","FIPS","COUNTRY","suspect1","suspect2","confirm1","confirm2","smooth","county","date","year","rownumber","GC","Title","lon","lat","Date","Type","User","Log","title","url","country","numfinds","numpage","wns.map.yr","r.suspect","yr.confirm"
"188",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GC11AZ2","High Ledge Mine",40.88097,-74.66362,2008-01-06,"Type.found_it","kenvilguy","<p>great spot. took geocoin this is only my 3rd found cache.I will find another great spot for it. Hope the next person will be as excited as I was.</p>","High Ledge Mine","https://www.geocaching.com/geocache/GC11AZ2_high-ledge-mine","United States",158,7,2008-01-01,NA,2008-01-01
"189",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GC17GHT","Abandon Pardee Iron Mine",41.00238,-74.4845,2008-12-27,"Type.found_it","TheSurfcaster","<p>Approached this one from the wrong side so I had to walk around to the other side to make it a safe approach to the cache.  Nice spot for a cache and in the summer its probably cooler down there.  Thanks for the adventure.</p>","Abandon Pardee Iron Mine","https://www.geocaching.com/geocache/GC17GHT_abandon-pardee-iron-mine","United States",36,2,2008-01-01,NA,2008-01-01
"190",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GC17GHT","Abandon Pardee Iron Mine",41.00238,-74.4845,2008-11-23,"Type.found_it","escapee06","<p>A great site these mines never fail to keep you interested. Amazing when you think what went on at this site many years ago. TFTH</p>","Abandon Pardee Iron Mine","https://www.geocaching.com/geocache/GC17GHT_abandon-pardee-iron-mine","United States",36,2,2008-01-01,NA,2008-01-01
"191",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GC17GHT","Abandon Pardee Iron Mine",41.00238,-74.4845,2008-10-11,"Type.found_it","BigA800","<p>#1002 - I bushwacked from Iron Stone Hole and was surprized by where the compass was pointing, but I followed the needle. It was another interesting site and I spent 20 minutes puttering around after I made the find. Great location. Thanks TQ. T4TC.</p>","Abandon Pardee Iron Mine","https://www.geocaching.com/geocache/GC17GHT_abandon-pardee-iron-mine","United States",36,2,2008-01-01,NA,2008-01-01
"192",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GC17GHT","Abandon Pardee Iron Mine",41.00238,-74.4845,2008-07-11,"Type.found_it","weathernowcast","<p>#1177</p>
<p>78 deg f sunny</p>
<p>Came here without reading the cache page, name of cache, or hiking poles and sunglasses on my head so I placed the previous note just to be safe.</p>
<p>Awesome cache.  As I rounded the bend I felt like I was at Machu Picchu.  Another great treequest hide!  Exchanged TBs</p>
<p>First here in 5 months!!!  Would have been a lopng to to find me.  I tripped over a metal rod in tghe ground and almost to a header into one of the mines filled with water.</p>
<p>[This entry was edited by weathernowcast on Saturday, July 19, 2008 at 6:03:17 AM.]</p>","Abandon Pardee Iron Mine","https://www.geocaching.com/geocache/GC17GHT_abandon-pardee-iron-mine","United States",36,2,2008-01-01,NA,2008-01-01
"193",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GC17GHT","Abandon Pardee Iron Mine",41.00238,-74.4845,2008-02-10,"Type.found_it","stevefash","<p>Heading down from the Overlook, I first came to the top part of the mine which was filled with turquoise colored water. Really neat. Looked like it might make a good swimming hole on a hot summer day. Followed the trench down until my GPSr indicated where I should be going. &quot;No, not there&quot; I thought. Yes there! Had to make 2 trips actually as I forgot to bring a trade item. Not hard to do and lots of fun too! T-mini GC, L- Herb TB. How do you find these? Do you know about them or just happen upon them when exploring?</p>","Abandon Pardee Iron Mine","https://www.geocaching.com/geocache/GC17GHT_abandon-pardee-iron-mine","United States",36,2,2008-01-01,NA,2008-01-01
"194",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GC17GHT","Abandon Pardee Iron Mine",41.00238,-74.4845,2008-02-09,"Type.found_it","Walkin' Ed","<p>It took me a few minutes to find the best way to approach this one but once I saw what was involved, I quickly found a way in.  A great series of caches and a nice history lesson.  Thanks again Thadd.</p>","Abandon Pardee Iron Mine","https://www.geocaching.com/geocache/GC17GHT_abandon-pardee-iron-mine","United States",36,2,2008-01-01,NA,2008-01-01
"195",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GC17GHT","Abandon Pardee Iron Mine",41.00238,-74.4845,2008-01-26,"Type.found_it","Archerino","<p>A nice trio of caches. This one was different but attainable.<br />
I followed macatac1961's tracks to leave. Shoulda come in that way. A good hunt. T4TC TQ.</p>","Abandon Pardee Iron Mine","https://www.geocaching.com/geocache/GC17GHT_abandon-pardee-iron-mine","United States",36,2,2008-01-01,NA,2008-01-01
"196",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GC17GHT","Abandon Pardee Iron Mine",41.00238,-74.4845,2008-01-26,"Type.found_it","macatac1961","<p>I followed that woods road in and it seemed to be going past the caches but then cooperated nicely and turned to point me right at this one.  Very cool area.  Found the cache with no problem and swapped travelers.  Thanks for a fun hunt.  </p>","Abandon Pardee Iron Mine","https://www.geocaching.com/geocache/GC17GHT_abandon-pardee-iron-mine","United States",36,2,2008-01-01,NA,2008-01-01
"197",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GC17GHT","Abandon Pardee Iron Mine",41.00238,-74.4845,2008-01-12,"Type.found_it","appledon","<p>I found this one while caching with two daughters, two sons-in-law, two grandsons and their two dogs. Thanks for the nice hide. </p>","Abandon Pardee Iron Mine","https://www.geocaching.com/geocache/GC17GHT_abandon-pardee-iron-mine","United States",36,2,2008-01-01,NA,2008-01-01
"198",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GC17GHT","Abandon Pardee Iron Mine",41.00238,-74.4845,2008-01-12,"Type.found_it","GCNJ","<p>Nice hike/hide found with Julie, Jake the dog and team appledon. Dropped a TB and traded geocoins, Thanks</p>","Abandon Pardee Iron Mine","https://www.geocaching.com/geocache/GC17GHT_abandon-pardee-iron-mine","United States",36,2,2008-01-01,NA,2008-01-01
"199",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GC17GHT","Abandon Pardee Iron Mine",41.00238,-74.4845,2008-01-06,"Type.found_it","DASE","<p>First cache of the day and what a great spot for a cache.  This was the first time in a long time that my son wanted to go geocaching so I figured I would take him to a place with lots of fun things to explore.  He had a blast around the cache area.  The little guy didn't accompany dad going down for the retrieval but watched from the top and laughed and laughed and laughed as I tried to get back out climbing up the ice and wet leaves.  He grabbed a few things and I left a few things and we continued on.</p>","Abandon Pardee Iron Mine","https://www.geocaching.com/geocache/GC17GHT_abandon-pardee-iron-mine","United States",36,2,2008-01-01,NA,2008-01-01
"200",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GCX26P","Suckasunny Mine",40.87098,-74.61683,2008-08-23,"Type.found_it","rjmoravs","<p>Parked at coordinates then followed GPS.  No paths, just walked up a mountain.  Came to fence at Dickerson mine.  Mine was very deep.  Found cache.  Left coin.  SL  TFTC</p>","Suckasunny Mine","https://www.geocaching.com/geocache/GCX26P_suckasunny-mine","United States",84,4,2008-01-01,NA,2008-01-01
"201",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GCX26P","Suckasunny Mine",40.87098,-74.61683,2008-08-13,"Type.found_it","BigA800","<p>#611 I parked at the lake and took the trail. It was a lot of walking away from GZ before it finally turned up the hill and under the HT wires. From there it was a enjoyable hike to the fence and then following the trail alongside it to GZ. It took a little searching because the GPS bounce was bad, but got it in short order. The hike was worth it. T4TC</p>","Suckasunny Mine","https://www.geocaching.com/geocache/GCX26P_suckasunny-mine","United States",84,4,2008-01-01,NA,2008-01-01
"202",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GCX26P","Suckasunny Mine",40.87098,-74.61683,2008-06-26,"Type.found_it","The Pugnuts","<p>nice walk to the prize, had a little trouble with the clues at first but finally understood what to look for. Took the Jeep TB, going out of state next week.</p>","Suckasunny Mine","https://www.geocaching.com/geocache/GCX26P_suckasunny-mine","United States",84,4,2008-01-01,NA,2008-01-01
"203",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GCX26P","Suckasunny Mine",40.87098,-74.61683,2008-04-08,"Type.found_it","WaywardSons","<p>Took the trail in from the nearby business complex- really beautiful. My dad grew up on Main St in Succasunna, so I told him about the cache and he told me about how he and his brothers used to play in the bottom of the mines and climb all over the hills. The &quot;cowbelly&quot;, they used to call it. Dropped off Jeep TB, snagged Digger TB. </p>","Suckasunny Mine","https://www.geocaching.com/geocache/GCX26P_suckasunny-mine","United States",84,4,2008-01-01,NA,2008-01-01
"204",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GCX26P","Suckasunny Mine",40.87098,-74.61683,2008-03-15,"Type.found_it","EagleTrax","<p>Caching with CondorTrax and mblatch after the Kiss Me I'm Irish event. (It was nice seeing you again vanm).  Made are way up hill, but realized we were on the wrong side of a fence.  Continued anyway and soon discovered all was well.  Made our way to the cache and then took the time to admire all the remains of the mines.  They are amazing.  Thanks for bringing us to this very interesting and historical spot. </p>","Suckasunny Mine","https://www.geocaching.com/geocache/GCX26P_suckasunny-mine","United States",84,4,2008-01-01,NA,2008-01-01
"205",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GCX26P","Suckasunny Mine",40.87098,-74.61683,2008-03-15,"Type.found_it","mblatch","<p>#1546  Out enjoying some post-event caching with CondorTrax and EagleTrax.  This was a great area for a cache.  Enjoyed meeting the CO earlier at the event, and the hike out to the final.  I think we took the long way in, but then again, that usually ends up being the case.  haha  TFTC</p>","Suckasunny Mine","https://www.geocaching.com/geocache/GCX26P_suckasunny-mine","United States",84,4,2008-01-01,NA,2008-01-01
"206",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GCX26P","Suckasunny Mine",40.87098,-74.61683,2008-03-15,"Type.found_it","CondorTrax","<p>Solved this one so long ago I can't remember when.  Puzzle was fun and educational  With mblatch and EagleTrax we parked as close as we could which still involved an energetic hike to GZ.  Saw the remains of the mines as well as the foundation of a structure.  Very neat history.  EagleTrax spotted the cache.</p>
<p>Hike back to the car was lots easier.  Tx Vanm for the cache (and great seeing you again at the KMII event)</p>","Suckasunny Mine","https://www.geocaching.com/geocache/GCX26P_suckasunny-mine","United States",84,4,2008-01-01,NA,2008-01-01
"207",91,"2008-09","Confirmed"," ","2008-09"," ","New Jersey","Morris","34027","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Morris-New Jersey",2008-01-01,2008,92,"GCX26P","Suckasunny Mine",40.87098,-74.61683,2008-02-08,"Type.found_it","kenvilguy","<p>would have found it yesterday but was losing daylight and not searching as thorough as normal.Located cache and thought it fitting that I take &quot;If I only had a Brain TB&quot; ;)left safety key chain.Then I took TB over to County College of Morris so we could become more edumicated. Sorry didn't have digital cam with me to log the visit to campus.</p>","Suckasunny Mine","https://www.geocaching.com/geocache/GCX26P_suckasunny-mine","United States",84,4,2008-01-01,NA,2008-01-01
"208",92,"2014-15","Confirmed"," ","2014-15"," ","Iowa","Des Moines","19057","United States",-27107481600000,-27107481600000,1420070400000,4070908800000,15,"Des Moines-Iowa",2014-01-01,2014,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,NA,2014-01-01
"209",93,"2016-17","Confirmed","2014-15","2016-17","1/23/2017","Nebraska","Cass","31025","United States",1420070400000,1451606400000,1483228800000,4070908800000,17,"Cass-Nebraska",2016-01-01,2016,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2014-01-01,2016-01-01
"210",94,"2012-13","Confirmed"," ","2012-13"," ","Ohio","Ashland","39005","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Ashland-Ohio",2012-01-01,2012,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"211",95,"2012-13","Confirmed"," ","2012-13"," ","Ohio","Wayne","39169","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Wayne-Ohio",2012-01-01,2012,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"212",96,"2009-10","Suspect","2009-10"," "," ","Pennsylvania","Schuylkill","42107","United States",1.262304e+12,4070908800000,-27107481600000,-27107481600000,10,"Schuylkill-Pennsylvania",2009-01-01,2009,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,2009-01-01,NA
"213",97,"2014-15","Confirmed"," ","2014-15"," ","Iowa","Van Buren","19177","United States",-27107481600000,-27107481600000,1420070400000,4070908800000,15,"Van Buren-Iowa",2014-01-01,2014,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,NA,2014-01-01
"214",98,"2011-12","Confirmed"," ","2011-12"," ","Pennsylvania","Beaver","42007","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Beaver-Pennsylvania",2011-01-01,2011,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"215",99,"2008-09","Confirmed"," ","2008-09"," ","Pennsylvania","Mifflin","42087","United States",-27107481600000,-27107481600000,1.230768e+12,4070908800000,9,"Mifflin-Pennsylvania",2008-01-01,2008,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-01-01,NA,2008-01-01
"216",100,"2010-11","Suspect","2010-11"," "," ","New York","Suffolk","36103","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Suffolk-New York",2010-01-01,2010,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,2010-01-01,NA
"217",101,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Blair","42013","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Blair-Pennsylvania",2009-01-01,2009,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,NA,2009-01-01
"218",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC1FNPT","CAVE - Lincoln Caverns",40.50787,-78.07217,2009-08-16,"Type.found_it","browneyedgirl789","<p>Even though I have been here before, I decided to this as an earthcache.  I am so glad I did as I really enjoyed it!  Photos cannot even begin to capture the graduer of these spectacular caves!  Will post picture and send email with answers.  Thank you for bringing me here again!  #195</p>","CAVE - Lincoln Caverns","https://www.geocaching.com/geocache/GC1FNPT_cave-lincoln-caverns","United States",86,4,2009-01-01,NA,2009-01-01
"219",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC1FNPT","CAVE - Lincoln Caverns",40.50787,-78.07217,2009-07-07,"Type.found_it","WV Muddy Boots","<p>Found this with the CacheDetectives.  TFTC!</p>","CAVE - Lincoln Caverns","https://www.geocaching.com/geocache/GC1FNPT_cave-lincoln-caverns","United States",86,4,2009-01-01,NA,2009-01-01
"220",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC1FNPT","CAVE - Lincoln Caverns",40.50787,-78.07217,2009-07-07,"Type.found_it","CacheDetectives","<p>We had a great tour of the Caverns today.  I hadn't visited a cavern since I was around 10 years old and it took me 30 years to get over it.  I just couldn't get used to being underground.  With WV Muddy Boots encouragement, I summoned the courage to take the kids.  They really enjoyed it and we learned a lot.  Thank you for all of the work that went into creating this earthcache.</p>","CAVE - Lincoln Caverns","https://www.geocaching.com/geocache/GC1FNPT_cave-lincoln-caverns","United States",86,4,2009-01-01,NA,2009-01-01
"221",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC1FNPT","CAVE - Lincoln Caverns",40.50787,-78.07217,2009-04-25,"Type.found_it","cookie+3","<p>Loved this earthcache.<br />
Picture to follow</p>","CAVE - Lincoln Caverns","https://www.geocaching.com/geocache/GC1FNPT_cave-lincoln-caverns","United States",86,4,2009-01-01,NA,2009-01-01
"222",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC1FNQ9","CAVE - Whisper Rocks",40.50825,-78.07158,2009-08-16,"Type.found_it","browneyedgirl789","<p>Did this tour on a muggy, Sunday afternoon.  Really felt good in the cave and enjoyed the spectacular views!  Thanks for bringing me here again!  Will post picture and send email.  #196</p>","CAVE - Whisper Rocks","https://www.geocaching.com/geocache/GC1FNQ9_cave-whisper-rocks","United States",81,4,2009-01-01,NA,2009-01-01
"223",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC1FNQ9","CAVE - Whisper Rocks",40.50825,-78.07158,2009-07-07,"Type.found_it","WV Muddy Boots","<p>Found this with the CacheDetectives.  TFTC!</p>","CAVE - Whisper Rocks","https://www.geocaching.com/geocache/GC1FNQ9_cave-whisper-rocks","United States",81,4,2009-01-01,NA,2009-01-01
"224",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC1FNQ9","CAVE - Whisper Rocks",40.50825,-78.07158,2009-07-07,"Type.found_it","CacheDetectives","<p>We enjoyed the second part of the Lincoln Caverns/Whisper Rocks tour and then the climb to the sink hole.  Of course, the kids couldn't resist panning for gems on the way out.  TFTC!</p>","CAVE - Whisper Rocks","https://www.geocaching.com/geocache/GC1FNQ9_cave-whisper-rocks","United States",81,4,2009-01-01,NA,2009-01-01
"225",102,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Huntingdon","42061","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Huntingdon-Pennsylvania",2009-01-01,2009,103,"GC1FNQ9","CAVE - Whisper Rocks",40.50825,-78.07158,2009-04-25,"Type.found_it","cookie+3","<p>We enjoy this earthcache and hope to do more in this area.</p>
<p>Picture to follow</p>","CAVE - Whisper Rocks","https://www.geocaching.com/geocache/GC1FNQ9_cave-whisper-rocks","United States",81,4,2009-01-01,NA,2009-01-01
"226",103,"2011-12","Confirmed"," ","2011-12"," ","Pennsylvania","Cambria","42021","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Cambria-Pennsylvania",2011-01-01,2011,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"227",104,"2010-11","Confirmed"," ","2010-11"," ","Pennsylvania","Westmoreland","42129","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Westmoreland-Pennsylvania",2010-01-01,2010,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"228",105,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Bucks","42017","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Bucks-Pennsylvania",2009-01-01,2009,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,NA,2009-01-01
"229",106,"2012-13","Suspect","2012-13"," "," ","Ohio","Jefferson","39081","United States",1356998400000,4070908800000,-27107481600000,-27107481600000,13,"Jefferson-Ohio",2012-01-01,2012,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,2012-01-01,NA
"230",107,"2012-13","Confirmed"," ","2012-13"," ","Ohio","Union","39159","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Union-Ohio",2012-01-01,2012,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"231",108,"2011-12","Confirmed"," ","2011-12"," ","Pennsylvania","Bedford","42009","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Bedford-Pennsylvania",2011-01-01,2011,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"232",109,"2012-13","Suspect","2012-13"," "," ","Pennsylvania","Cumberland","42041","United States",1356998400000,4070908800000,-27107481600000,-27107481600000,13,"Cumberland-Pennsylvania",2012-01-01,2012,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,2012-01-01,NA
"233",110,"2010-11","Confirmed"," ","2010-11"," ","Pennsylvania","Somerset","42111","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Somerset-Pennsylvania",2010-01-01,2010,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"234",111,"2012-13","Suspect","2012-13"," "," ","Pennsylvania","York","42133","United States",1356998400000,4070908800000,-27107481600000,-27107481600000,13,"York-Pennsylvania",2012-01-01,2012,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,2012-01-01,NA
"235",112,"2014-15","Confirmed"," ","2014-15"," ","Illinois","Adams","17001","United States",-27107481600000,-27107481600000,1420070400000,4070908800000,15,"Adams-Illinois",2014-01-01,2014,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,NA,2014-01-01
"236",113,"2013-14","Suspect","2013-14"," "," ","Indiana","Vermillion","18165","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Vermillion-Indiana",2013-01-01,2013,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"237",114,"2010-11","Confirmed"," ","2010-11"," ","Pennsylvania","Fulton","42057","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Fulton-Pennsylvania",2010-01-01,2010,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
"238",115,"2013-14","Confirmed"," ","2013-14"," ","Ohio","Franklin","39049","United States",-27107481600000,-27107481600000,1388534400000,4070908800000,14,"Franklin-Ohio",2013-01-01,2013,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,NA,2013-01-01
"239",116,"2009-10","Confirmed"," ","2009-10"," ","Pennsylvania","Fayette","42051","United States",-27107481600000,-27107481600000,1.262304e+12,4070908800000,10,"Fayette-Pennsylvania",2009-01-01,2009,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,NA,2009-01-01
"240",117,"2012-13","Confirmed"," ","2012-13"," ","Ohio","Madison","39097","United States",-27107481600000,-27107481600000,1356998400000,4070908800000,13,"Madison-Ohio",2012-01-01,2012,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,NA,2012-01-01
"241",118,"2013-14","Suspect","2013-14"," "," ","Missouri","Marion","29127","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Marion-Missouri",2013-01-01,2013,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"242",119,"2011-12","Confirmed"," ","2011-12"," ","Ohio","Preble","39135","United States",-27107481600000,-27107481600000,1.325376e+12,4070908800000,12,"Preble-Ohio",2011-01-01,2011,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,NA,2011-01-01
"243",120,"2014-15","Confirmed"," ","2014-15"," ","Illinois","Pike","17149","United States",-27107481600000,-27107481600000,1420070400000,4070908800000,15,"Pike-Illinois",2014-01-01,2014,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,NA,2014-01-01
"244",121,"2011-12","Confirmed","2009-10","2011-12"," ","Delaware","New Castle","10003","United States",1.262304e+12,1.29384e+12,1.325376e+12,4070908800000,12,"New Castle-Delaware",2011-01-01,2011,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,2009-01-01,2011-01-01
"245",122,"2015-16","Suspect","2015-16"," "," ","Missouri","Buchanan","29021","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Buchanan-Missouri",2015-01-01,2015,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
"246",123,"2010-11","Confirmed"," ","2010-11"," ","Maryland","Washington","24043","United States",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Washington-Maryland",2010-01-01,2010,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,NA,2010-01-01
