"","STATION","DATE","LATITUDE","LONGITUDE","NAME","MIN"
"243","72255293929","2007-01-01","33.65139","-97.19694","GAINESVILLE MUNICIPAL AIRPORT, TX US","  30.2"
"244","72256353952","2007-01-01","31.48472","-97.31639","WACO MCGREGOR EXECUTIVE AIRPORT, TX US","  33.8"
"245","72257793984","2007-01-01","31.15","-97.41667","TEMPLE DRAUGHTON MIL, TX US","  33.8"
"246","72258793955","2007-01-01","33.63333","-95.45","PARIS, TX US","  30.2"
"247","72258813926","2007-01-01","33.06778","-96.06528","GREENVILLE MUNICIPAL AIRPORT MAJORS FIELD, TX US","  32.0"
"248","72258903991","2007-01-01","33.20611","-97.19889","DENTON MUNICPAL AIRPORT, TX US","  30.9"
"249","72259303985","2007-01-01","32.565","-97.30806","DALLAS FORT WORTH SPINKS AIRPORT, TX US","  32.0"
"250","72259453909","2007-01-01","32.97333","-97.31806","FORT WORTH ALLIANCE AIRPORT, TX US","  30.9"
"251","72259803970","2007-01-01","32.96861","-96.83639","DALLAS ADDISON AIRPORT, TX US","  32.0"
"252","72259903971","2007-01-01","32.68083","-96.86806","DALLAS REDBIRD AIRPORT, TX US","  30.9"
"253","72261603032","2007-01-01","30.04806","-102.21306","DRYDEN TERRELL CO AIRPORT, TX US","  33.1"
"254","72263793046","2007-01-01","35.9","-100.4","CANADIAN, TX US","  15.8"
"255","72264803031","2007-01-01","31.92056","-102.38667","ODESSA SCHLEMEYER FIELD, TX US","  26.1"
"256","72266693943","2007-01-01","31.8","-98.95","BROWNWOOD MUNICIPAL AIRPORT, TX US","  28.4"
"257","72267603035","2007-01-01","32.8525","-104.4675","ARTESIA MUNICIPAL AIRPORT, NM US","  21.2"
"258","72268923077","2007-01-01","34.43333","-103.08333","CLOVIS MUNICIPAL AIRPORT, NM US","  19.4"
"259","72281703068","2007-01-01","38.76667","-104.3","BULLSEYE AUXILIARY AIRFIELD USAFA, CO US","  10.9"
"260","72282003949","2007-01-01","31.4","-93.28333","PEASON RIDGE RANGE, LA US","  34.0"
"261","72282153988","2007-01-01","31.0217","-92.9107","FORT POLK FULLERTON LANDING STRIP, LA US","  36.0"
"262","72282303749","2007-01-01","39.645","-77.468","CAMP DAVID, MD US","  35.1"
"263","72297263878","2007-01-01","39.1625","-89.67472","LITCHFIELD MUNICIPAL AIRPORT, IL US","  32.0"
"264","72303593740","2007-01-01","34.99139","-78.88028","FAYETTEVILLE REGIONAL AIRPORT GRANNIS FIELD, NC US","  57.0"
"265","72303793765","2007-01-01","34.73258","-76.65659","BEAUFORT MICHAEL J SMITH FIELD, NC US","  63.0"
"266","72305563816","2007-01-01","35.765","-80.95667","STATESVILLE MUNICIPAL AIRPORT, NC US","  53.6"
"267","72306893759","2007-01-01","35.855","-77.89306","ROCKY MOUNT WILSON AIRPORT, NC US","  57.0"
"268","72306993753","2007-01-01","34.83333","-77.61667","JACKSONVILLE ALBERT ELLIS AIRPORT, NC US","  60.8"
"269","72307403703","2007-01-01","36.0275","-76.56694","EDENTON NORTHEAST REGIONAL AIRPORT, NC US","  51.8"
"270","72307993796","2007-01-01","36.2975","-77.17083","AHOSKIE TRI CO AIRPORT, NC US","  59.0"
"271","72309893798","2007-01-01","38.52667","-77.85861","CULPEPER REGIONAL AIRPORT, VA US","  44.6"
"272","72310453867","2007-01-01","33.97056","-80.99583","COLUMBIA OWENS DOWNTOWN AIRPORT, SC US","  54.0"
"273","72310993782","2007-01-01","34.79167","-79.36611","LAURINBURG MAXTON AIRPORT, NC US","  54.0"
"274","72311403715","2007-01-01","38.00972","-77.97","LOUISA CO FREEMAN FIELD AIRPORT, VA US","  46.4"
"275","72311553854","2007-01-01","33.46167","-80.85806","ORANGEBURG MUNICIPAL AIRPORT, SC US","  54.0"
"276","72311603742","2007-01-01","34.46583","-79.89028","DARLINGTON CO JETPORT AIRPORT, SC US","  53.6"
"277","72311753871","2007-01-01","34.98694","-81.0575","ROCK HILL YORK CO AIRPORT, SC US","  51.1"
"278","72311853850","2007-01-01","34.67194","-82.88639","CLEMSON OCONEE CO AIRPORT, SC US","  48.9"
"279","72312263889","2007-01-01","34.75833","-82.37639","GREENVILLE DONALDSON CENTER AIRPORT, SC US","  50.0"
"280","72312314886","2007-01-01","46.15","-89.21667","KINGS LAND O LAKES AIRPORT, WI US","  26.6"
"281","72312453874","2007-01-01","34.24861","-82.15917","GREENWOOD CO AIRPORT, SC US","  53.1"
"282","72314303720","2007-01-01","35.23722","-79.39111","MOORE CO AIRPORT, NC US","  51.8"
"283","72314453890","2007-01-01","35.42806","-81.935","RUTHERFORD CO MARCHMAN FIELD AIRPORT, NC US","  53.6"
"284","72314653892","2007-01-01","36.43222","-81.41944","JEFFERSON ASHE CO AIRPORT, NC US","  42.8"
"285","72314753870","2007-01-01","35.19667","-81.15583","GASTONIA MUNICIPAL AIRPORT, NC US","  52.0"
"286","72314863859","2007-01-01","35.82139","-81.61056","MORGANTON LENOIR FOOTHILLS REGIONAL AIRPORT, NC US","  51.8"
"287","72316563821","2007-01-01","36.22278","-81.09833","WILKES CO AIRPORT, NC US","  51.8"
"288","72317493783","2007-01-01","36.04667","-79.47694","BURLINGTON ALAMANCE REGIONAL AIRPORT, NC US","  50.0"
"289","72317763807","2007-01-01","36.45972","-80.55278","MOUNT AIRY SURRY CO AIRPORT, NC US","  50.0"
"290","72319453872","2007-01-01","35.01694","-80.62056","MONROE AIRPORT, NC US","  51.1"
"291","72327313827","2007-01-01","36.00889","-86.52","SMYRNA AIRPORT, TN US","  37.9"
"292","72330003975","2007-01-01","36.7725","-90.32472","POPLAR BLUFF MUNICIPAL AIRPORT, MO US","  30.2"
"293","72330753893","2007-01-01","33.45","-88.58333","GOLDEN TRIANGLE, MS US","  37.4"
"294","72340703953","2007-01-01","35.83111","-90.64639","JONESBORO MUNICIPAL AIRPORT, AR US","  36.0"
"295","72340953869","2007-01-01","35.94028","-89.83083","BLYTHEVILLE MUNICIPAL AIRPORT, AR US","  37.0"
"296","72341503962","2007-01-01","34.29","-93.06","HOT SPRINGS ASOS, AR US","  33.8"
"297","72341613925","2007-01-01","34.60028","-91.57444","STUTTGART MUNICIPAL AIRPORT, AR US","  39.2"
"298","72342953920","2007-01-01","35.25778","-93.09472","RUSSELLVILLE MUNICIPAL AIRPORT, AR US","  36.0"
"299","72343403973","2007-01-01","36.1764","-94.1193","SPRINGDALE MUNICIPAL AIRPORT, AR US","  28.4"
"300","72343653922","2007-01-01","36.28333","-94.3","FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US","  27.0"
"301","72343953918","2007-01-01","36.36889","-92.47028","MOUNTAIN HOME BAXTER CO REGIONAL AIRPORT, AR US","  30.2"
"302","72344154921","2007-01-01","41.73","-98.05444","ALBION MUNICIPAL AIRPORT, NE US","  30.2"
"303","72344353955","2007-01-01","36.19056","-94.49083","SILOAM SPRINGS SMITH FIELD AIRPORT, AR US","  28.4"
"304","72344403978","2007-01-01","36.35","-94.21667","BENTONVILLE MUNICIPAL AIRPORT, AR US","  28.4"
"305","72344853934","2007-01-01","35.72611","-91.64722","BATESVILLE REGIONAL AIRPORT, AR US","  35.6"
"306","72344953954","2007-01-01","36.37222","-94.10667","ROGERS MUNICIPAL CARTER FIELD AIRPORT, AR US","  28.4"
"307","72348453901","2007-01-01","36.87806","-91.9025","WEST PLAINS MUNICIPAL AIRPORT, MO US","  28.9"
"308","72352603932","2007-01-01","35.3568","-99.2042","CLINTON SHERMAN AIRPORT, OK US","  28.4"
"309","72352803981","2007-01-01","34.34444","-98.98306","FREDERICK MUNICIPAL AIRPORT, OK US","  30.2"
"310","72353653986","2007-01-01","36.38333","-97.8","ENID WOODRING AIRPORT, OK US","  26.6"
"311","72353753913","2007-01-01","35.8517","-97.4142","GUTHRIE MUNICIPAL AIRPORT, OK US","  24.8"
"312","72354403954","2007-01-01","35.53417","-97.64694","OKLAHOMA CITY WILEY POST AIRPORT, OK US","  27.0"
"313","72355593940","2007-01-01","34.3","-97.01667","ARDMORE MUNICIPAL AIRPORT, OK US","  32.0"
"314","72355693953","2007-01-01","35.65667","-95.36139","MUSKOGEE DAVIS FIELD, OK US","  28.9"
"315","72356453908","2007-01-01","36.03944","-95.98444","TULSA RICHARD L JONES JR AIRPORT, OK US","  28.9"
"316","72356503959","2007-01-01","36.7683","-96.0261","BARTLESVILLE MUNICIPAL AIRPORT, OK US","  28.0"
"317","72357003948","2007-01-01","35.25","-97.46667","NORMAN UNIVERSITY OF OKLAHOMA WESTHEIMER AIRPORT, OK US","  28.4"
"318","72362893942","2007-01-01","31.17833","-99.32444","BRADY CURTIS FIELD AIRPORT, TX US","  28.4"
"319","72362953998","2007-01-01","30.06917","-93.80361","ORANGE CO AIRPORT, TX US","  33.8"
"320","72363503024","2007-01-01","35.695","-101.395","BORGER HUTCHINSON CO AIRPORT, TX US","  21.0"
"321","72375953990","2007-01-01","33.90944","-94.85944","IDABEL MCCURTAIN CO REGIONAL AIRPORT, OK US","  32.0"
"322","72376123901","2007-01-01","30.51556","-96.70417","CALDWELL MUNICIPAL AIRPORT, TX US","  33.8"
"323","72400603701","2007-01-01","36.66556","-76.32056","NORFOLK CHESAPEAKE REGIONAL AIRPORT, VA US","  53.6"
"324","72401493714","2007-01-01","37.18333","-77.5","PETERSBURG DINWIDDIE CO AIRPORT, VA US","  53.6"
"325","72401703707","2007-01-01","37.3575","-78.43778","FARMVILLE REGIONAL AIRPORT, VA US","  46.4"
"326","72401993773","2007-01-01","36.9827","-77.0012","WAKEFIELD MUNICIPAL AIRPORT, VA US","  51.1"
"327","72402603716","2007-01-01","37.64667","-75.76083","MELFA ACCOMACK CO AIRPORT, VA US","  53.6"
"328","72403303706","2007-01-01","38.26667","-77.44917","FREDERICKSBURG SHANNON AIRPORT, VA US","  46.4"
"329","72403603710","2007-01-01","38.72139","-77.51528","MANASSAS REGIONAL DAVIS FIELD AIRPORT, VA US","  44.6"
"330","72404303756","2007-01-01","38.80417","-76.06889","EASTON NEWMAN FIELD AIRPORT, MD US","  44.6"
"331","72405303717","2007-01-01","39.14333","-78.14444","WINCHESTER REGIONAL AIRPORT, VA US","  42.8"
"332","72405503714","2007-01-01","39.07778","-77.5575","LEESBURG EXECUTIVE AIRPORT, VA US","  42.8"
"333","72405663805","2007-01-01","36.89472","-81.34972","MOUNTAIN EMPIRE AIRPORT, VA US","  44.6"
"334","72405853818","2007-01-01","36.68333","-82.03333","ABINGDON VIRGINIA HIGHLANDS AIRPORT, VA US","  42.8"
"335","72406693706","2007-01-01","39.7062","-77.7304","HAGERSTOWN REGIONAL AIRPORT, MD US","  39.2"
"336","72406793744","2007-01-01","39.33333","-76.41667","BALTIMORE MARTIN FIELD, MD US","  44.6"
"337","72407493780","2007-01-01","39.94075","-74.84083","SOUTH JERSEY REGIONAL AIRPORT, NJ US","  41.0"
"338","72407754779","2007-01-01","41.00928","-74.73633","AEROFLEX ANDOVER AIRPORT, NJ US","  39.0"
"339","72408454760","2007-01-01","40.18333","-74.13333","BELMAR FARMINGDALE ALLAIRE AIRPORT, NJ US","  39.2"
"340","72409313764","2007-01-01","38.68974","-75.36253","GEORGETOWN DELAWARE COASTAL AIRPORT, DE US","  46.0"
"341","72409454743","2007-01-01","40.87639","-74.28306","CALDWELL ESSEX CO AIRPORT, NJ US","  39.9"
"342","72409754738","2007-01-01","40.8","-74.41667","MORRISTOWN, NJ US","  41.0"
"343","72410593760","2007-01-01","38.26361","-78.89639","STAUNTON, VA US","  44.6"
"344","72410753895","2007-01-01","36.76611","-80.82333","TWIN CO AIRPORT, VA US","  42.8"
"345","72411353881","2007-01-01","37.2075","-80.40778","BLACKSBURG VIRGINIA TECH AIRPORT, VA US","  41.0"
"346","72411593757","2007-01-01","37.95","-79.81667","HOT SPRINGS INGALLS FIELD, VA US","  39.2"
"347","72411763802","2007-01-01","36.9875","-82.53","WISE LONESOME PINE AIRPORT, VA US","  35.6"
"348","72411893797","2007-01-01","36.68806","-78.05444","MECKLENBURG BRUNSWICK REGIONAL AIRPORT, VA US","  57.2"
"349","72412753801","2007-01-01","37.86667","-80.4","LEWISBURG, WV US","  42.8"
"350","72417503802","2007-01-01","39.29556","-80.22889","CLARKSBURG BENEDUM AIRPORT, WV US","  37.4"
"351","72423353841","2007-01-01","38.18472","-84.90333","FRANKFORT CAPITAL CITY AIRPORT, KY US","  36.0"
"352","72423753803","2007-01-01","37.75","-87.16667","OWENSBORO DAVIESS CO REGIONAL AIRPORT, KY US","  27.1"
"353","72423853886","2007-01-01","37.8","-87.68333","HENDERSON CITY CO AIRPORT, KY US","  37.4"
"354","72427653859","2007-01-01","39.59361","-84.22639","DAYTON WRIGHT BROTHERS AIRPORT, OH US","  33.8"
"355","72428463825","2007-01-01","39.9","-83.13333","COLUMBUS BOLTON FIELD, OH US","  37.4"
"356","72428704848","2007-01-01","41.56306","-83.47639","TOLEDO METCALF FIELD, OH US","  35.6"
"357","72428804804","2007-01-01","40.07806","-83.07806","COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US","  35.1"
"358","72429453844","2007-01-01","39.75556","-82.65722","LANCASTER FAIRFIELD CO AIRPORT, OH US","  36.0"
"359","72429563888","2007-01-01","39.84028","-83.84","SPRINGFIELD BECKLEY MUNICIPAL AIRPORT, OH US","  33.8"
"360","72429804850","2007-01-01","40.7075","-84.02722","LIMA ALLEN CO AIRPORT, OH US","  26.6"
"361","72433003879","2007-01-01","38.65","-88.96667","SALEM LECKRONE AIRPORT, IL US","  33.8"
"362","72433593894","2007-01-01","38.32333","-88.85833","MOUNT VERNON OUTLAND AIRPORT, IL US","  35.6"
"363","72433693810","2007-01-01","37.77972","-89.24972","CARBONDALE SOUTHERN ILLINOIS AIRPORT, IL US","  35.1"
"364","72433903865","2007-01-01","37.75","-89.0","MARION WILLIAMSON CO AIRPORT, IL US","  33.8"
"365","72434753904","2007-01-01","38.92861","-90.42806","ST CHARLES CO AIRPORT, MO US","  33.1"
"366","72435463815","2007-01-01","37.05417","-84.61472","SOMERSET PULASKI CO JT WILSON AIRPORT, KY US","  37.4"
"367","72435653866","2007-01-01","39.57806","-85.80333","SHELBYVILLE MUNICIPAL AIRPORT, IN US","  33.1"
"368","72436553896","2007-01-01","38.24889","-86.95361","HUNTINGBURG AIRPORT, IN US","  35.6"
"369","72437503893","2007-01-01","39.13333","-86.61667","BLOOMINGTON MONROE CO AIRPORT, IN US","  35.1"
"370","72438453842","2007-01-01","39.825","-86.29583","INDIANAPOLIS EAGLE CREEK AIRPORT, IN US","  33.1"
"371","72438504828","2007-01-01","40.11667","-85.61667","ANDERSON MUNICIPAL AIRPORT, IN US","  33.8"
"372","72438754807","2007-01-01","40.52806","-86.05889","KOKOMO MUNICIPAL AIRPORT, IN US","  37.4"
"373","72439503958","2007-01-01","38.88333","-90.05","ALTON ST LOUIS REGIONAL AIRPORT, IL US","  33.8"
"374","72439754831","2007-01-01","40.48333","-88.95","BLOOMINGTON NORMAL AIRPORT, IL US","  31.1"
"375","72445303994","2007-01-01","38.70417","-93.18333","SEDALIA MEMORIAL AIRPORT, MO US","  24.8"
"376","72445803963","2007-01-01","38.59111","-92.15583","JEFFERSON CITY MEMORIAL AIRPORT, MO US","  28.4"
"377","72445953931","2007-01-01","38.09639","-92.55306","KAISER LAKE OZARKS LEE C FINE MEMORIAL AIRPORT, MO US","  30.2"
"378","72446453916","2007-01-01","39.82333","-93.57917","CHILLICOTHE AGRI SCIENCE CENTER, MO US","  21.9"
"379","72446803967","2007-01-01","38.85","-94.73917","OLATHE JOHNSON CO EXECUTIVE AIRPORT, KS US","  25.0"
"380","72450213932","2007-01-01","37.16806","-97.03694","WINFIELD STROTHER FIELD AIRPORT, KS US","  23.0"
"381","72450403974","2007-01-01","37.74611","-97.22111","WICHITA COLONEL JAMES JABARA AIRPORT, KS US","  21.9"
"382","72450803997","2007-01-01","39.0078","-95.2116","LAWRENCE ASOS, KS US","  25.0"
"383","72450953939","2007-01-01","38.06778","-97.27472","NEWTON CITY CO AIRPORT, KS US","  19.4"
"384","72451623020","2007-01-01","37.05","-100.96667","LIBERAL MUNICIPAL AIRPORT, KS US","  28.4"
"385","72451713940","2007-01-01","38.35","-98.86667","GREAT BEND MUNICIPAL AIRPORT, KS US","  12.2"
"386","72451803968","2007-01-01","38.85","-99.26667","HAYS MUNICIPAL AIRPORT, KS US","  12.2"
"387","72451993967","2007-01-01","37.09111","-95.56639","COFFEYVILLE MUNICIPAL AIRPORT, KS US","  28.0"
"388","72455503936","2007-01-01","39.1346","-96.6788","MANHATTAN ASOS, KS US","  16.0"
"389","72460493076","2007-01-01","37.0","-101.88333","ELKHART, KS US","  12.2"
"390","72463603013","2007-01-01","38.07178","-102.68747","LAMAR MUNICIPAL AIRPORT, CO US"," -11.0"
"391","72464603028","2007-01-01","37.28333","-102.61389","SPRINGFIELD COMANCHE NATIONAL GRASSLAND, CO US","   3.9"
"392","72466693067","2007-01-01","39.57028","-104.84889","DENVER CENTENNIAL AIRPORT, CO US","  14.0"
"393","72468903026","2007-01-01","39.24472","-102.28417","BURLINGTON CARSON AIRPORT, CO US","   1.9"
"394","72476824051","2007-01-01","40.43556","-104.63194","GREELEY WELD CO AIRPORT, CO US","  -2.2"
"395","72497593809","2007-01-01","37.06444","-89.21944","CAIRO REGIONAL AIRPORT, IL US","  35.6"
"396","72501454780","2007-01-01","41.07306","-71.92333","MONTAUK AIRPORT, NY US","  27.0"
"397","72501504789","2007-01-01","41.50917","-74.265","MONTGOMERY ORANGE CO AIRPORT, NY US","  35.1"
"398","72501654790","2007-01-01","40.82167","-72.86889","SHIRLEY BROOKHAVEN AIRPORT, NY US","  30.0"
"399","72502754788","2007-01-01","41.50972","-72.82778","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","  28.9"
"400","72502964707","2007-01-01","41.48333","-73.13333","OXFORD WATERBURY, CT US","  32.0"
"401","72505464710","2007-01-01","41.92056","-71.49111","NORTH CENTRAL STATE AIRPORT, RI US","  24.8"
"402","72505914702","2007-01-01","42.47","-71.28944","BEDFORD HANSCOM FIELD, MA US","  23.0"
"403","72506454769","2007-01-01","41.90972","-70.72944","PLYMOUTH MUNICIPAL AIRPORT, MA US","  23.0"
"404","72506594726","2007-01-01","41.67639","-70.95833","NEW BEDFORD MUNICIPAL AIRPORT, MA US","  21.0"
"405","72506694724","2007-01-01","41.39306","-70.615","VINEYARD HAVEN MARTHAS VINEYARD AIRPORT, MA US","  19.0"
"406","72506794720","2007-01-01","41.66861","-70.28","HYANNIS BARNSTABLE MUNICIPAL AIRPORT, MA US","  21.0"
"407","72506854777","2007-01-01","41.87556","-71.02111","TAUNTON MUNICIPAL AIRPORT, MA US","  24.1"
"408","72506994624","2007-01-01","41.6875","-69.99333","CHATHAM MUNICIPAL AIRPORT, MA US","  27.0"
"409","72507364708","2007-01-01","42.07194","-70.22111","PROVINCETOWN MUNICIPAL AIRPORT, MA US","  21.2"
"410","72507554768","2007-01-01","42.69728","-73.16967","NORTH ADAMS HARRIMAN AIRPORT, MA US","  28.0"
"411","72507914787","2007-01-01","41.53333","-71.28333","NEWPORT STATE AIRPORT, RI US","  27.0"
"412","72508454767","2007-01-01","41.74194","-72.18361","WILLIMANTIC WINDHAM AIRPORT, CT US","  25.0"
"413","72508654734","2007-01-01","41.37139","-73.48278","DANBURY MUNICIPAL AIRPORT, CT US","  36.0"
"414","72508854733","2007-01-01","42.58417","-70.9175","BEVERLY MUNICIPAL AIRPORT, MA US","  21.9"
"415","72509854704","2007-01-01","42.19083","-71.17361","NORWOOD MEMORIAL AIRPORT, MA US","  21.0"
"416","72510404843","2007-01-01","41.62639","-80.215","MEADVILLE PORT MEADVILLE AIRPORT, PA US","  33.8"
"417","72510954782","2007-01-01","40.23802","-75.55493","HERITAGE FIELD AIRPORT, PA US","  42.1"
"418","72511354786","2007-01-01","40.33015","-75.12292","DOYLESTOWN AIRPORT, PA US","  41.0"
"419","72511493778","2007-01-01","39.91806","-76.87417","YORK AIRPORT, PA US","  37.4"
"420","72511654737","2007-01-01","40.12028","-76.29444","LANCASTER AIRPORT, PA US","  39.0"
"421","72511704827","2007-01-01","40.13333","-80.28333","WASHINGTON CO AIRPORT, PA US","  35.6"
"422","72511954792","2007-01-01","41.04667","-78.41167","CLEARFIELD LAWRENCE AIRPORT, PA US","  37.0"
"423","72512464705","2007-01-01","40.77694","-79.94972","BUTLER CO AIRPORT, PA US","  35.6"
"424","72514554746","2007-01-01","41.70139","-74.795","MONTICELLO SULLIVAN, NY US","  33.8"
"425","72514654773","2007-01-01","43.34972","-76.38472","FULTON OSWEGO CO AIRPORT, NY US","  35.1"
"426","72515594761","2007-01-01","42.48333","-76.46667","ITHACA TOMPKINS CNTY, NY US","  37.4"
"427","72515754757","2007-01-01","42.10944","-77.99194","WELLSVILLE MUNICIPAL AIRPORT, NY US","  35.1"
"428","72516594737","2007-01-01","43.53333","-72.95","RUTLAND STATE AIRPORT, VT US","  24.8"
"429","72517564706","2007-01-01","40.63333","-79.1","INDIANA J STEWART, PA US","  42.8"
"430","72519454778","2007-01-01","42.6425","-77.05639","PENN YAN AIRPORT, NY US","  39.9"
"431","72520754735","2007-01-01","40.28333","-79.4","LATROBE, PA US","  39.2"
"432","72520804855","2007-01-01","40.61611","-83.06361","MARION MUNICIPAL AIRPORT, OH US","  34.0"
"433","72521404849","2007-01-01","41.34611","-82.17944","ELYRIA LORAIN CO AIRPORT, OH US","  35.1"
"434","72521604842","2007-01-01","40.87306","-81.88667","WOOSTER WAYNE CO AIRPORT, OH US","  35.6"
"435","72521753855","2007-01-01","39.36444","-84.52472","HAMILTON BUTLER CO REGIONAL AIRPORT, OH US","  35.6"
"436","72522404852","2007-01-01","40.47194","-81.42361","NEW PHILADELPHIA CLEVER FIELD, OH US","  35.1"
"437","72522904858","2007-01-01","40.02278","-82.4625","NEWARK HEATH AIRPORT, OH US","  35.1"
"438","72523504720","2007-01-01","42.15","-79.25","JAMESTOWN, NY US","  33.8"
"439","72524504853","2007-01-01","41.5175","-81.68361","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","  35.1"
"440","72524704805","2007-01-01","41.56667","-81.48333","CLEVELAND CUYAHOGA CO AIRPORT, OH US","  35.6"
"441","72525404851","2007-01-01","41.3375","-84.42889","DEFIANCE AIRPORT, OH US","  34.0"
"442","72525604857","2007-01-01","41.77806","-80.69583","ASHTABULA CO AIRPORT, OH US","  36.0"
"443","72529214976","2007-01-01","41.71667","-92.7","GRINNELL, IA US","  26.6"
"444","72530594892","2007-01-01","41.91444","-88.24639","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","  34.0"
"445","72531403960","2007-01-01","38.57139","-90.15722","CAHOKIA ST LOUIS DOWNTOWN AIRPORT, IL US","  34.0"
"446","72531594870","2007-01-01","40.03972","-88.27778","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","  32.0"
"447","72531603887","2007-01-01","39.83444","-88.86556","DECATUR AIRPORT, IL US","  35.1"
"448","72531753802","2007-01-01","39.47806","-88.28028","MATTOON CHARLESTON COLES CO AIRPORT, IL US","  33.1"
"449","72532604894","2007-01-01","41.74278","-89.67611","STERLING ROCK FALLS WHITESIDE CO JOSH BITTORF FIELD AIRPORT, IL US","  32.0"
"450","72532704846","2007-01-01","41.4525","-87.00583","VALPARAISO PORTER CO MUNICIPAL AIRPORT, IN US","  24.8"
"451","72533594833","2007-01-01","40.65","-86.15","PERU GRISSOM AFB, IN US","  32.0"
"452","72533694895","2007-01-01","40.23417","-85.39361","MUNCIE DELAWARE CO AIRPORT, IN US","  33.1"
"453","72533704807","2007-01-01","41.61667","-87.41667","GARY, IN US","  37.4"
"454","72534213809","2007-01-01","38.76417","-87.60556","LAWRENCEVILLE VINCENNES INTERNATIONAL AIRPORT, IL US","  36.0"
"455","72534714880","2007-01-01","42.41667","-87.86667","CHICAGO WAUKEGAN REGIONAL AIRPORT, IL US","  35.1"
"456","72534804831","2007-01-01","41.60413","-88.08497","ROMEOVILLE WEATHER FORECAST OFFICE, IL US","  32.0"
"457","72537354819","2007-01-01","42.09861","-83.16111","GROSSE ILE MUNICIPAL AIRPORT, MI US","  39.2"
"458","72537494889","2007-01-01","42.22278","-83.74444","ANN ARBOR MUNICIPAL AIRPORT, MI US","  35.6"
"459","72537804887","2007-01-01","42.62944","-83.98417","HOWELL LIVINGSTON CO AIRPORT, MI US","  35.6"
"460","72538354827","2007-01-01","41.81667","-85.43333","STURGIS KIRSCH MUNICIPAL AIRPORT, MI US","  33.8"
"461","72538404888","2007-01-01","42.91083","-82.52861","PORT HURON ST CLAIR CO INTERNATIONAL AIRPORT, MI US","  39.2"
"462","72538694898","2007-01-01","44.02194","-82.79306","PORT HOPE, MI US","  37.0"
"463","72538794899","2007-01-01","47.46667","-87.88333","COPPER HARBOR, MI US","  33.1"
"464","72539404839","2007-01-01","42.74611","-86.09667","HOLLAND TULIP CITY AIRPORT, MI US","  37.4"
"465","72540404847","2007-01-01","41.86778","-84.07944","ADRIAN LENAWEE CO AIRPORT, MI US","  35.1"
"466","72540554816","2007-01-01","43.32222","-84.68806","ALMA GRATIOT COMMUNITY AIRPORT, MI US","  35.6"
"467","72540654817","2007-01-01","43.78028","-82.98556","BAD AXE HURON CO MEMORIAL AIRPORT, MI US","  35.6"
"468","72540704854","2007-01-01","45.01333","-84.70139","GAYLORD OTSEGO CO AIRPORT, MI US","  32.0"
"469","72540804881","2007-01-01","45.98333","-86.18333","MANISTIQUE SCHOOLCRAFT CO AIRPORT, MI US","  33.8"
"470","72540904882","2007-01-01","41.92111","-84.58556","HILLSDALE MUNICIPAL AIRPORT, MI US","  32.0"
"471","72541404886","2007-01-01","41.93333","-85.0525","COLDWATER BRANCH CO MEMORIAL AIRPORT, MI US","  32.0"
"472","72541554821","2007-01-01","42.25111","-84.95556","MARSHALL BROOKS FIELD AIRPORT, MI US","  33.8"
"473","72541614864","2007-01-01","43.71667","-85.5","BIG RAPIDS ROBEN HOOD AIRPORT, MI US","  35.6"
"474","72541754822","2007-01-01","42.56583","-84.43306","MASON JEWETT FIELD AIRPORT, MI US","  35.6"
"475","72541854823","2007-01-01","41.94","-83.43472","MONROE CUSTER AIRPORT, MI US","  37.4"
"476","72542404885","2007-01-01","43.62167","-84.73722","MOUNT PLEASANT MUNICIPAL AIRPORT, MI US","  35.6"
"477","72543454789","2007-01-01","41.13889","-75.37944","MOUNT POCONO POCONO MOUNTAINS MUNICIPAL AIRPORT, PA US","  33.8"
"478","72545314930","2007-01-01","41.40722","-95.04667","ATLANTIC MUNICIPAL AIRPORT, IA US","  19.4"
"479","72545404903","2007-01-01","41.27583","-91.67333","WASHINGTON MUNICIPAL AIRPORT, IA US","  32.0"
"480","72545604921","2007-01-01","40.45972","-91.42833","KEOKUK MUNICIPAL AIRPORT, IA US","  32.0"
"481","72545704904","2007-01-01","43.07778","-94.27194","ALGONA MUNICIPAL AIRPORT, IA US","  21.2"
"482","72545804907","2007-01-01","42.74167","-93.75889","CLARION MUNICIPAL AIRPORT, IA US","  23.0"
"483","72546194988","2007-01-01","42.11056","-92.91611","MARSHALLTOWN MUNICIPAL AIRPORT, IA US","  24.1"
"484","72546314966","2007-01-01","43.072504","-92.610809","NORTHEAST IOWA REGIONAL AIRPORT, IA US","  23.0"
"485","72546404977","2007-01-01","41.67417","-93.02167","NEWTON MUNICIPAL AIRPORT, IA US","  28.4"
"486","72546604938","2007-01-01","41.69111","-93.56611","ANKENY REGIONAL AIRPORT, IA US","  26.6"
"487","72546704973","2007-01-01","40.75139","-95.41333","SHENANDOAH MUNICIPAL AIRPORT, IA US","  19.4"
"488","72546804910","2007-01-01","42.04611","-94.78889","CARROLL ARTHUR N NEU AIRPORT, IA US","  19.4"
