"","county","year","foi","incidence","previousyear","previnf"
"1417","Cuyahoga-Ohio","2007",5.9510465133112e-09,0,0,1
"1418","Cuyahoga-Ohio","2008",8.49926342626016e-05,0,0,5.9510465133112e-09
"1419","Cuyahoga-Ohio","2009",0.0334380538313375,0,0,8.49926342626016e-05
"1420","Cuyahoga-Ohio","2010",0.0364987990765539,0,0,0.0334380538313375
"1421","Cuyahoga-Ohio","2011",0.590252243932245,1,0,0.0364987990765539
"1429","Dade-Georgia","2007",3.9798035606647e-25,0,0,0.999999999951861
"1430","Dade-Georgia","2008",4.87095461492826e-07,0,0,3.9798035606647e-25
"1431","Dade-Georgia","2009",1.81526953754632e-05,0,0,4.87095461492826e-07
"1432","Dade-Georgia","2010",0.000613851275406742,0,0,1.81526953754632e-05
"1433","Dade-Georgia","2011",0.18091375225172,0,0,0.000613851275406742
"1434","Dade-Georgia","2012",0.513681709869734,1,0,0.18091375225172
"1441","Dade-Missouri","2007",1.49676297998653e-38,0,0,0.998549661413948
"1442","Dade-Missouri","2008",7.62093150130375e-22,0,0,1.49676297998653e-38
"1443","Dade-Missouri","2009",0.00132439643747653,0,0,7.62093150130375e-22
"1444","Dade-Missouri","2010",0.00132440273639963,0,0,0.00132439643747653
"1445","Dade-Missouri","2011",0.00488198205676601,0,0,0.00132440273639963
"1446","Dade-Missouri","2012",0.00635243175721613,0,0,0.00488198205676601
"1447","Dade-Missouri","2013",0.23541635074842,0,0,0.00635243175721613
"1448","Dade-Missouri","2014",0.434265622555716,0,0,0.23541635074842
"1449","Dade-Missouri","2015",0.833001803094397,1,0,0.434265622555716
"1453","Dakota-Minnesota","2007",2.90800919313424e-29,0,0,1
"1454","Dakota-Minnesota","2008",6.44328088311834e-27,0,0,2.90800919313424e-29
"1455","Dakota-Minnesota","2009",1.93138770063278e-10,0,0,6.44328088311834e-27
"1456","Dakota-Minnesota","2010",1.93382691384376e-10,0,0,1.93138770063278e-10
"1457","Dakota-Minnesota","2011",2.28499145913266e-10,0,0,1.93382691384376e-10
"1458","Dakota-Minnesota","2012",2.99233755664856e-08,0,0,2.28499145913266e-10
"1459","Dakota-Minnesota","2013",0.000237833955108877,0,0,2.99233755664856e-08
"1460","Dakota-Minnesota","2014",0.0017098774543939,0,0,0.000237833955108877
"1461","Dakota-Minnesota","2015",0.245789918240977,0,0,0.0017098774543939
"1462","Dakota-Minnesota","2016",0.856780373975023,1,0,0.245789918240977
"1465","Dallas-Missouri","2007",2.78682192692467e-36,0,0,0.999999999999999
"1466","Dallas-Missouri","2008",4.69295290039699e-20,0,0,2.78682192692467e-36
"1467","Dallas-Missouri","2009",0.00736101682495871,0,0,4.69295290039699e-20
"1468","Dallas-Missouri","2010",0.00736112156273763,0,0,0.00736101682495871
"1469","Dallas-Missouri","2011",0.0130138954559192,0,0,0.00736112156273763
"1470","Dallas-Missouri","2012",0.026327579820762,0,0,0.0130138954559192
"1471","Dallas-Missouri","2013",0.375464684215818,1,0,0.026327579820762
"1477","Dane-Wisconsin","2007",8.15954376931917e-22,0,0,1
"1478","Dane-Wisconsin","2008",6.39985103357229e-18,0,0,8.15954376931917e-22
"1479","Dane-Wisconsin","2009",4.72170268391043e-07,0,0,6.39985103357229e-18
"1480","Dane-Wisconsin","2010",5.14120830582157e-07,0,0,4.72170268391043e-07
"1481","Dane-Wisconsin","2011",7.53199585714441e-07,0,0,5.14120830582157e-07
"1482","Dane-Wisconsin","2012",0.00325282736903169,0,0,7.53199585714441e-07
"1483","Dane-Wisconsin","2013",0.0394162284777635,0,0,0.00325282736903169
"1484","Dane-Wisconsin","2014",0.221660376577129,1,0,0.0394162284777635
"1489","Daviess-Kentucky","2007",6.33108699237067e-23,0,0,1
"1490","Daviess-Kentucky","2008",4.62633891077178e-08,0,0,6.33108699237067e-23
"1491","Daviess-Kentucky","2009",7.83825164853777e-06,0,0,4.62633891077178e-08
"1492","Daviess-Kentucky","2010",0.149630536482452,0,0,7.83825164853777e-06
"1493","Daviess-Kentucky","2011",0.45677182516382,0,0,0.149630536482452
"1494","Daviess-Kentucky","2012",0.815657521620487,0,0,0.45677182516382
"1495","Daviess-Kentucky","2013",0.910997110642978,1,0,0.815657521620487
"1501","Dawson-Georgia","2007",1.96115302934988e-23,0,0,0.999997950777529
"1502","Dawson-Georgia","2008",1.02020613630891e-05,0,0,1.96115302934988e-23
"1503","Dawson-Georgia","2009",0.000305186453394914,0,0,1.02020613630891e-05
"1504","Dawson-Georgia","2010",0.0102648184893433,0,0,0.000305186453394914
"1505","Dawson-Georgia","2011",0.0600570038390377,0,0,0.0102648184893433
"1506","Dawson-Georgia","2012",0.277146106272163,0,0,0.0600570038390377
"1507","Dawson-Georgia","2013",0.723382702155167,0,0,0.277146106272163
"1508","Dawson-Georgia","2014",0.759821101778005,0,0,0.723382702155167
"1509","Dawson-Georgia","2015",0.798739637318662,1,0,0.759821101778005
"1513","DeKalb-Alabama","2007",2.22817595624993e-26,0,0,0.983530258681425
"1514","DeKalb-Alabama","2008",8.56379521166159e-08,0,0,2.22817595624993e-26
"1515","DeKalb-Alabama","2009",3.79399097413621e-06,0,0,8.56379521166159e-08
"1516","DeKalb-Alabama","2010",0.000309429907950079,0,0,3.79399097413621e-06
"1517","DeKalb-Alabama","2011",0.151220974794605,0,0,0.000309429907950079
"1518","DeKalb-Alabama","2012",0.407618925005009,0,0,0.151220974794605
"1519","DeKalb-Alabama","2013",0.582976931640043,0,0,0.407618925005009
"1520","DeKalb-Alabama","2014",0.758413237501587,0,0,0.582976931640043
"1521","DeKalb-Alabama","2015",0.880414433970136,1,0,0.758413237501587
"1525","DeKalb-Tennessee","2007",1.23907522584275e-23,0,0,0.999526877656781
"1526","DeKalb-Tennessee","2008",1.20410752430435e-06,0,0,1.23907522584275e-23
"1527","DeKalb-Tennessee","2009",3.06767290803946e-05,0,0,1.20410752430435e-06
"1528","DeKalb-Tennessee","2010",0.00579282717003167,0,0,3.06767290803946e-05
"1529","DeKalb-Tennessee","2011",0.135546118114137,0,0,0.00579282717003167
"1530","DeKalb-Tennessee","2012",0.643918891928714,0,0,0.135546118114137
"1531","DeKalb-Tennessee","2013",0.888545411139852,1,0,0.643918891928714
"1537","Delaware-Oklahoma","2007",1.35860947144822e-42,0,0,0.999356068979087
"1538","Delaware-Oklahoma","2008",3.20704010368845e-24,0,0,1.35860947144822e-42
"1539","Delaware-Oklahoma","2009",5.64155920039624e-05,0,0,3.20704010368845e-24
"1540","Delaware-Oklahoma","2010",5.64157261674006e-05,0,0,5.64155920039624e-05
"1541","Delaware-Oklahoma","2011",0.00134668179789919,0,0,5.64157261674006e-05
"1542","Delaware-Oklahoma","2012",0.00136555870912,0,0,0.00134668179789919
"1543","Delaware-Oklahoma","2013",0.0170190064766791,0,0,0.00136555870912
"1544","Delaware-Oklahoma","2014",0.118435735183707,0,0,0.0170190064766791
"1545","Delaware-Oklahoma","2015",0.586836477637888,0,0,0.118435735183707
"1546","Delaware-Oklahoma","2016",0.772482322774867,1,0,0.586836477637888
"1549","Delta-Michigan","2007",1.87217618435823e-16,0,0,1
"1550","Delta-Michigan","2008",3.13475545063424e-16,0,0,1.87217618435823e-16
"1551","Delta-Michigan","2009",3.9977722229603e-08,0,0,3.13475545063424e-16
"1552","Delta-Michigan","2010",0.000413647285676147,0,0,3.9977722229603e-08
"1553","Delta-Michigan","2011",0.000439418917022733,0,0,0.000413647285676147
"1554","Delta-Michigan","2012",0.00044346387747599,0,0,0.000439418917022733
"1555","Delta-Michigan","2013",0.357156961242492,0,0,0.00044346387747599
"1556","Delta-Michigan","2014",0.958284399110983,1,0,0.357156961242492
"1561","Dent-Missouri","2007",6.24546174757453e-33,0,0,1
"1562","Dent-Missouri","2008",9.70029258214392e-17,0,0,6.24546174757453e-33
"1563","Dent-Missouri","2009",0.0793082091364278,0,0,9.70029258214392e-17
"1564","Dent-Missouri","2010",0.0793302212917871,0,0,0.0793082091364278
"1565","Dent-Missouri","2011",0.0978100800690516,0,0,0.0793302212917871
"1566","Dent-Missouri","2012",0.31699927312428,0,0,0.0978100800690516
"1567","Dent-Missouri","2013",0.564877158152995,1,0,0.31699927312428
"1573","Des Moines-Iowa","2007",9.816991241058e-27,0,0,0.999999999999896
"1574","Des Moines-Iowa","2008",2.57078629683281e-17,0,0,9.816991241058e-27
"1575","Des Moines-Iowa","2009",0.0259238276354944,0,0,2.57078629683281e-17
"1576","Des Moines-Iowa","2010",0.0259258668672766,0,0,0.0259238276354944
"1577","Des Moines-Iowa","2011",0.035699350127524,0,0,0.0259258668672766
"1578","Des Moines-Iowa","2012",0.0508475467631501,0,0,0.035699350127524
"1579","Des Moines-Iowa","2013",0.152902329312105,0,0,0.0508475467631501
"1580","Des Moines-Iowa","2014",0.849240759000026,1,0,0.152902329312105
"1585","Desjardins-Quebec","2007",0.000138683449633316,0,0,0.999999999999999
"1586","Desjardins-Quebec","2008",0.000755911510025876,0,0,0.000138683449633316
"1587","Desjardins-Quebec","2009",0.0112730070736512,0,0,0.000755911510025876
"1588","Desjardins-Quebec","2010",0.41857661761398,0,0,0.0112730070736512
"1589","Desjardins-Quebec","2011",0.982680506563682,1,0,0.41857661761398
"1597","Dickinson-Michigan","2007",3.36475284082041e-18,0,0,1
"1598","Dickinson-Michigan","2008",5.93810206462193e-18,0,0,3.36475284082041e-18
"1599","Dickinson-Michigan","2009",1.8348050450225e-09,0,0,5.93810206462193e-18
"1600","Dickinson-Michigan","2010",9.02567988892577e-05,0,0,1.8348050450225e-09
"1601","Dickinson-Michigan","2011",9.21559167486702e-05,0,0,9.02567988892577e-05
"1602","Dickinson-Michigan","2012",9.26141103216308e-05,0,0,9.21559167486702e-05
"1603","Dickinson-Michigan","2013",0.176248159701242,1,0,9.26141103216308e-05
"1609","Dickson-Tennessee","2007",3.36256336415709e-26,0,0,1
"1610","Dickson-Tennessee","2008",7.08476199116661e-09,0,0,3.36256336415709e-26
"1611","Dickson-Tennessee","2009",3.28535048384853e-06,0,0,7.08476199116661e-09
"1612","Dickson-Tennessee","2010",0.11582740338504,0,0,3.28535048384853e-06
"1613","Dickson-Tennessee","2011",0.199123146069932,0,0,0.11582740338504
"1614","Dickson-Tennessee","2012",0.595407087811941,1,0,0.199123146069932
"1621","Digby-Nova Scotia","2007",6.26404241409773e-08,0,0,0.999992616401408
"1622","Digby-Nova Scotia","2008",1.0859279770682e-06,0,0,6.26404241409773e-08
"1623","Digby-Nova Scotia","2009",3.46178960285695e-06,0,0,1.0859279770682e-06
"1624","Digby-Nova Scotia","2010",0.335864506546451,0,0,3.46178960285695e-06
"1625","Digby-Nova Scotia","2011",0.521867388163196,0,0,0.335864506546451
"1626","Digby-Nova Scotia","2012",0.978832395696157,0,0,0.521867388163196
"1627","Digby-Nova Scotia","2013",0.998108505705598,1,0,0.978832395696157
"1633","District 19/Sturgeon Bay-Manitoba","2007",4.71865318459809e-41,0,0,1
"1634","District 19/Sturgeon Bay-Manitoba","2008",5.02536323545936e-41,0,0,4.71865318459809e-41
"1635","District 19/Sturgeon Bay-Manitoba","2009",1.03714872355085e-25,0,0,5.02536323545936e-41
"1636","District 19/Sturgeon Bay-Manitoba","2010",2.0823975705802e-18,0,0,1.03714872355085e-25
"1637","District 19/Sturgeon Bay-Manitoba","2011",2.08240934676771e-18,0,0,2.0823975705802e-18
"1638","District 19/Sturgeon Bay-Manitoba","2012",2.08338500009113e-18,0,0,2.08240934676771e-18
"1639","District 19/Sturgeon Bay-Manitoba","2013",2.8062991236649e-12,0,0,2.08338500009113e-18
"1640","District 19/Sturgeon Bay-Manitoba","2014",2.26297545676913e-07,0,0,2.8062991236649e-12
"1641","District 19/Sturgeon Bay-Manitoba","2015",9.90205894530111e-07,0,0,2.26297545676913e-07
"1642","District 19/Sturgeon Bay-Manitoba","2016",0.0220958730700153,0,0,9.90205894530111e-07
"1643","District 19/Sturgeon Bay-Manitoba","2017",0.0220958730700376,1,0,0.0220958730700153
"1645","Division No. 17-Manitoba","2007",2.51031744180009e-45,0,0,1
"1646","Division No. 17-Manitoba","2008",2.69033927936628e-45,0,0,2.51031744180009e-45
"1647","Division No. 17-Manitoba","2009",1.14702639291628e-29,0,0,2.69033927936628e-45
"1648","Division No. 17-Manitoba","2010",6.7149130818683e-22,0,0,1.14702639291628e-29
"1649","Division No. 17-Manitoba","2011",6.71494038195124e-22,0,0,6.7149130818683e-22
"1650","Division No. 17-Manitoba","2012",6.71649400554059e-22,0,0,6.71494038195124e-22
"1651","Division No. 17-Manitoba","2013",4.05442505456309e-15,0,0,6.71649400554059e-22
"1652","Division No. 17-Manitoba","2014",1.15316621278763e-09,0,0,4.05442505456309e-15
"1653","Division No. 17-Manitoba","2015",3.04384338706136e-07,0,0,1.15316621278763e-09
"1654","Division No. 17-Manitoba","2016",0.000227888709377408,0,0,3.04384338706136e-07
"1655","Division No. 17-Manitoba","2017",0.999960410941066,0,0,0.000227888709377408
"1656","Division No. 17-Manitoba","2018",1,1,0,0.999960410941066
"1657","Dixon-Nebraska","2007",1.32501250233784e-37,0,0,1
"1658","Dixon-Nebraska","2008",7.61948760739627e-30,0,0,1.32501250233784e-37
"1659","Dixon-Nebraska","2009",2.80445926942118e-08,0,0,7.61948760739627e-30
"1660","Dixon-Nebraska","2010",2.80445930307102e-08,0,0,2.80445926942118e-08
"1661","Dixon-Nebraska","2011",3.36067735440357e-08,0,0,2.80445930307102e-08
"1662","Dixon-Nebraska","2012",3.5400197914017e-08,0,0,3.36067735440357e-08
"1663","Dixon-Nebraska","2013",2.60003614937201e-05,0,0,3.5400197914017e-08
"1664","Dixon-Nebraska","2014",0.000138253348389412,0,0,2.60003614937201e-05
"1665","Dixon-Nebraska","2015",0.532544456227239,0,0,0.000138253348389412
"1666","Dixon-Nebraska","2016",0.999734214266012,1,0,0.532544456227239
"1669","Dodge-Wisconsin","2007",5.3687772127273e-20,0,0,1
"1670","Dodge-Wisconsin","2008",4.25066883429136e-17,0,0,5.3687772127273e-20
"1671","Dodge-Wisconsin","2009",6.01371869956673e-08,0,0,4.25066883429136e-17
"1672","Dodge-Wisconsin","2010",1.03446404370121e-07,0,0,6.01371869956673e-08
"1673","Dodge-Wisconsin","2011",1.96166754861794e-07,0,0,1.03446404370121e-07
"1674","Dodge-Wisconsin","2012",0.00169746199845063,0,0,1.96166754861794e-07
"1675","Dodge-Wisconsin","2013",0.0116136866750993,0,0,0.00169746199845063
"1676","Dodge-Wisconsin","2014",0.203894640649368,0,0,0.0116136866750993
"1677","Dodge-Wisconsin","2015",0.370131547216625,0,0,0.203894640649368
"1678","Dodge-Wisconsin","2016",0.99889533504442,1,0,0.370131547216625
"1681","Door-Wisconsin","2007",1.83867516848875e-15,0,0,1
"1682","Door-Wisconsin","2008",3.3175972922044e-15,0,0,1.83867516848875e-15
"1683","Door-Wisconsin","2009",2.47180285709725e-07,0,0,3.3175972922044e-15
"1684","Door-Wisconsin","2010",0.000565389869398609,0,0,2.47180285709725e-07
"1685","Door-Wisconsin","2011",0.000652273366126687,0,0,0.000565389869398609
"1686","Door-Wisconsin","2012",0.000660939706381921,0,0,0.000652273366126687
"1687","Door-Wisconsin","2013",0.279997078305076,0,0,0.000660939706381921
"1688","Door-Wisconsin","2014",0.968723940542518,1,0,0.279997078305076
"1693","Douglas-Missouri","2007",2.36765165122522e-36,0,0,1
"1694","Douglas-Missouri","2008",6.07691497942417e-19,0,0,2.36765165122522e-36
"1695","Douglas-Missouri","2009",0.0254178581515331,0,0,6.07691497942417e-19
"1696","Douglas-Missouri","2010",0.0254188159266538,0,0,0.0254178581515331
"1697","Douglas-Missouri","2011",0.071019677554899,0,0,0.0254188159266538
"1698","Douglas-Missouri","2012",0.0830493768242963,0,0,0.071019677554899
"1699","Douglas-Missouri","2013",0.321103268730081,0,0,0.0830493768242963
"1700","Douglas-Missouri","2014",0.736739175073253,0,0,0.321103268730081
"1701","Douglas-Missouri","2015",0.989165747384353,0,0,0.736739175073253
"1702","Douglas-Missouri","2016",0.993015687084779,1,0,0.989165747384353
"1705","Douglas-Wisconsin","2007",3.51821322735133e-26,0,0,0.999999999999997
"1706","Douglas-Wisconsin","2008",7.85843706202424e-26,0,0,3.51821322735133e-26
"1707","Douglas-Wisconsin","2009",1.2867017753624e-13,0,0,7.85843706202424e-26
"1708","Douglas-Wisconsin","2010",3.38924491531417e-09,0,0,1.2867017753624e-13
"1709","Douglas-Wisconsin","2011",3.39246853681379e-09,0,0,3.38924491531417e-09
"1710","Douglas-Wisconsin","2012",4.22450679944525e-09,0,0,3.39246853681379e-09
"1711","Douglas-Wisconsin","2013",0.0131272790461663,0,0,4.22450679944525e-09
"1712","Douglas-Wisconsin","2014",0.0233573862423109,0,0,0.0131272790461663
"1713","Douglas-Wisconsin","2015",0.276170333050054,1,0,0.0233573862423109
"1717","Dubuque-Iowa","2007",2.73941173345961e-25,0,0,0.999999999999999
"1718","Dubuque-Iowa","2008",2.02667668523056e-19,0,0,2.73941173345961e-25
"1719","Dubuque-Iowa","2009",1.87457371645886e-05,0,0,2.02667668523056e-19
"1720","Dubuque-Iowa","2010",1.87624550302416e-05,0,0,1.87457371645886e-05
"1721","Dubuque-Iowa","2011",2.44517893883272e-05,0,0,1.87624550302416e-05
"1722","Dubuque-Iowa","2012",0.00249043373920393,0,0,2.44517893883272e-05
"1723","Dubuque-Iowa","2013",0.137158965724847,0,0,0.00249043373920393
"1724","Dubuque-Iowa","2014",0.419087404857481,0,0,0.137158965724847
"1725","Dubuque-Iowa","2015",0.896339781996923,1,0,0.419087404857481
"1729","Dufferin-Ontario","2007",3.0053671626209e-05,0,0,0.999999999999999
"1730","Dufferin-Ontario","2008",7.26481570725114e-05,0,0,3.0053671626209e-05
"1731","Dufferin-Ontario","2009",0.182870503130564,0,0,7.26481570725114e-05
"1732","Dufferin-Ontario","2010",0.727955268416402,1,0,0.182870503130564
"1741","Dukes-Massachusetts","2007",0.0257255675338614,0,0,1
"1742","Dukes-Massachusetts","2008",0.204513999995418,0,0,0.0257255675338614
"1743","Dukes-Massachusetts","2009",0.204769912955713,0,0,0.204513999995418
"1744","Dukes-Massachusetts","2010",0.294375501997061,0,0,0.204769912955713
"1745","Dukes-Massachusetts","2011",0.294379218681563,0,0,0.294375501997061
"1746","Dukes-Massachusetts","2012",0.612550789575358,0,0,0.294379218681563
"1747","Dukes-Massachusetts","2013",0.612550943853939,0,0,0.612550789575358
"1748","Dukes-Massachusetts","2014",0.61255094385807,0,0,0.612550943853939
"1749","Dukes-Massachusetts","2015",0.999999999476625,0,0,0.61255094385807
"1750","Dukes-Massachusetts","2016",0.999942447606022,1,0,0.999999999476625
"1753","Edmonson-Kentucky","2007",3.38888269858612e-22,0,0,1
"1754","Edmonson-Kentucky","2008",8.46243444935064e-07,0,0,3.38888269858612e-22
"1755","Edmonson-Kentucky","2009",1.25904306199998e-05,0,0,8.46243444935064e-07
"1756","Edmonson-Kentucky","2010",0.0473011370987917,0,0,1.25904306199998e-05
"1757","Edmonson-Kentucky","2011",0.176520051863033,0,0,0.0473011370987917
"1758","Edmonson-Kentucky","2012",0.574072805091987,1,0,0.176520051863033
"1765","Elliott-Kentucky","2007",1.07932072451172e-14,0,0,0.999953553169161
"1766","Elliott-Kentucky","2008",0.00934853133531582,0,0,1.07932072451172e-14
"1767","Elliott-Kentucky","2009",0.0335291417359515,0,0,0.00934853133531582
"1768","Elliott-Kentucky","2010",0.194674503002716,0,0,0.0335291417359515
"1769","Elliott-Kentucky","2011",0.228554995602169,0,0,0.194674503002716
"1770","Elliott-Kentucky","2012",0.72525486717438,1,0,0.228554995602169
"1777","Emmet-Michigan","2007",2.56168804216895e-12,0,0,0.999580804828814
"1778","Emmet-Michigan","2008",4.26429107581394e-12,0,0,2.56168804216895e-12
"1779","Emmet-Michigan","2009",6.49353908601041e-05,0,0,4.26429107581394e-12
"1780","Emmet-Michigan","2010",0.00284364675361275,0,0,6.49353908601041e-05
"1781","Emmet-Michigan","2011",0.00851747562222142,0,0,0.00284364675361275
"1782","Emmet-Michigan","2012",0.00874645801728573,0,0,0.00851747562222142
"1783","Emmet-Michigan","2013",0.53491463004,0,0,0.00874645801728573
"1784","Emmet-Michigan","2014",0.979034085490631,1,0,0.53491463004
"1789","Erie-New York","2007",0.000819691420571543,0,0,1
"1790","Erie-New York","2008",0.011608949275709,0,0,0.000819691420571543
"1791","Erie-New York","2009",0.209221509428965,1,0,0.011608949275709
"1801","Essex-New York","2007",0.33670929250174,1,0,0.999999999999998
"1813","Estill-Kentucky","2007",4.32545544868787e-17,0,0,0.999999999999999
"1814","Estill-Kentucky","2008",0.0011924008766051,0,0,4.32545544868787e-17
"1815","Estill-Kentucky","2009",0.00631948437112154,0,0,0.0011924008766051
"1816","Estill-Kentucky","2010",0.0325509149007564,0,0,0.00631948437112154
"1817","Estill-Kentucky","2011",0.0886611797102619,0,0,0.0325509149007564
"1818","Estill-Kentucky","2012",0.598357350797578,0,0,0.0886611797102619
"1819","Estill-Kentucky","2013",0.995932986217264,1,0,0.598357350797578
"1825","Fairfield-Connecticut","2007",0.366400222279699,0,0,0.999246963667691
"1826","Fairfield-Connecticut","2008",0.725917834429065,0,0,0.366400222279699
"1827","Fairfield-Connecticut","2009",0.83521800988828,0,0,0.725917834429065
"1828","Fairfield-Connecticut","2010",0.996465678262204,1,0,0.83521800988828
"1837","Fayette-Kentucky","2007",2.16838766633624e-17,0,0,0.999999999999999
"1838","Fayette-Kentucky","2008",0.000241156243771063,0,0,2.16838766633624e-17
"1839","Fayette-Kentucky","2009",0.00130613056156986,0,0,0.000241156243771063
"1840","Fayette-Kentucky","2010",0.0292663740078598,0,0,0.00130613056156986
"1841","Fayette-Kentucky","2011",0.116406687135033,0,0,0.0292663740078598
"1842","Fayette-Kentucky","2012",0.472810157787887,0,0,0.116406687135033
"1843","Fayette-Kentucky","2013",0.993359634009609,1,0,0.472810157787887
"1849","Fayette-Pennsylvania","2007",1.94278637220844e-07,0,0,0.99983017241105
"1850","Fayette-Pennsylvania","2008",0.0242964094948683,0,0,1.94278637220844e-07
"1851","Fayette-Pennsylvania","2009",0.138134936672319,1,0,0.0242964094948683
"1861","Fayette-West Virginia","2007",1.1190930501673e-11,0,0,0.99999999575859
"1862","Fayette-West Virginia","2008",0.182490142305083,0,0,1.1190930501673e-11
"1863","Fayette-West Virginia","2009",0.668193869483207,0,0,0.182490142305083
"1864","Fayette-West Virginia","2010",0.931381922505456,1,0,0.668193869483207
"1873","Fentress-Tennessee","2007",3.59055743224154e-21,0,0,0.999856039531788
"1874","Fentress-Tennessee","2008",4.42244060295025e-05,0,0,3.59055743224154e-21
"1875","Fentress-Tennessee","2009",0.000749473459745305,0,0,4.42244060295025e-05
"1876","Fentress-Tennessee","2010",0.00399207395330646,0,0,0.000749473459745305
"1877","Fentress-Tennessee","2011",0.176299182417185,0,0,0.00399207395330646
"1878","Fentress-Tennessee","2012",0.640956946444458,1,0,0.176299182417185
"1885","Fillmore-Minnesota","2007",3.02642648075654e-27,0,0,0.995805294302021
"1886","Fillmore-Minnesota","2008",2.11395603703897e-23,0,0,3.02642648075654e-27
"1887","Fillmore-Minnesota","2009",7.59355255968081e-08,0,0,2.11395603703897e-23
"1888","Fillmore-Minnesota","2010",7.59440960286228e-08,0,0,7.59355255968081e-08
"1889","Fillmore-Minnesota","2011",9.26542414726831e-08,0,0,7.59440960286228e-08
"1890","Fillmore-Minnesota","2012",9.9415243362319e-06,0,0,9.26542414726831e-08
"1891","Fillmore-Minnesota","2013",0.0177819666958158,0,0,9.9415243362319e-06
"1892","Fillmore-Minnesota","2014",0.090894207872026,0,0,0.0177819666958158
"1893","Fillmore-Minnesota","2015",0.202817738313196,0,0,0.090894207872026
"1894","Fillmore-Minnesota","2016",0.680701726546014,1,0,0.202817738313196
"1897","Floyd-Georgia","2007",1.05468862315649e-25,0,0,1
"1898","Floyd-Georgia","2008",3.06429848156515e-07,0,0,1.05468862315649e-25
"1899","Floyd-Georgia","2009",1.26221366348463e-05,0,0,3.06429848156515e-07
"1900","Floyd-Georgia","2010",0.000513059806930093,0,0,1.26221366348463e-05
"1901","Floyd-Georgia","2011",0.0764428856049445,0,0,0.000513059806930093
"1902","Floyd-Georgia","2012",0.295645844903738,0,0,0.0764428856049445
"1903","Floyd-Georgia","2013",0.64544369620047,0,0,0.295645844903738
"1904","Floyd-Georgia","2014",0.683279253420144,1,0,0.64544369620047
"1909","Foard-Texas","2007",5.36744190602438e-60,0,0,0.998580381790373
"1910","Foard-Texas","2008",2.31484241356627e-38,0,0,5.36744190602438e-60
"1911","Foard-Texas","2009",4.45402234155587e-15,0,0,2.31484241356627e-38
"1912","Foard-Texas","2010",4.45402265240681e-15,0,0,4.45402234155587e-15
"1913","Foard-Texas","2011",1.52740202251374e-12,0,0,4.45402265240681e-15
"1914","Foard-Texas","2012",1.52786050615709e-12,0,0,1.52740202251374e-12
"1915","Foard-Texas","2013",2.23809617582837e-11,0,0,1.52786050615709e-12
"1916","Foard-Texas","2014",3.96012497285828e-08,0,0,2.23809617582837e-11
"1917","Foard-Texas","2015",1.74166725064344e-07,0,0,3.96012497285828e-08
"1918","Foard-Texas","2016",0.98288934390806,0,0,1.74166725064344e-07
"1919","Foard-Texas","2017",0.999809900478875,1,0,0.98288934390806
"1921","Forest Management District 50-Newfoundland","2007",1.21952904731504e-25,0,0,1
"1922","Forest Management District 50-Newfoundland","2008",1.31204397700032e-24,0,0,1.21952904731504e-25
"1923","Forest Management District 50-Newfoundland","2009",1.6041246354576e-22,0,0,1.31204397700032e-24
"1924","Forest Management District 50-Newfoundland","2010",2.60057627489138e-10,0,0,1.6041246354576e-22
"1925","Forest Management District 50-Newfoundland","2011",1.81399741609277e-09,0,0,2.60057627489138e-10
"1926","Forest Management District 50-Newfoundland","2012",2.90535871761601e-07,0,0,1.81399741609277e-09
"1927","Forest Management District 50-Newfoundland","2013",6.88943514428497e-06,0,0,2.90535871761601e-07
"1928","Forest Management District 50-Newfoundland","2014",6.97456786956625e-06,0,0,6.88943514428497e-06
"1929","Forest Management District 50-Newfoundland","2015",2.372012201364e-05,0,0,6.97456786956625e-06
"1930","Forest Management District 50-Newfoundland","2016",0.0912313863675765,0,0,2.372012201364e-05
"1931","Forest Management District 50-Newfoundland","2017",1,1,0,0.0912313863675765
"1933","Forest-Pennsylvania","2007",1.47704930335798e-05,0,0,1
"1934","Forest-Pennsylvania","2008",0.0273666770157459,0,0,1.47704930335798e-05
"1935","Forest-Pennsylvania","2009",0.138522946229755,0,0,0.0273666770157459
"1936","Forest-Pennsylvania","2010",0.173377424311014,0,0,0.138522946229755
"1937","Forest-Pennsylvania","2011",0.936834641499143,1,0,0.173377424311014
"1945","Franklin-Alabama","2007",4.31765317893191e-30,0,0,0.999999999998553
"1946","Franklin-Alabama","2008",1.07937052437454e-10,0,0,4.31765317893191e-30
"1947","Franklin-Alabama","2009",4.93413962692645e-07,0,0,1.07937052437454e-10
"1948","Franklin-Alabama","2010",0.00160939087778477,0,0,4.93413962692645e-07
"1949","Franklin-Alabama","2011",0.141284387034042,0,0,0.00160939087778477
"1950","Franklin-Alabama","2012",0.271304235871145,0,0,0.141284387034042
"1951","Franklin-Alabama","2013",0.562837816351195,0,0,0.271304235871145
"1952","Franklin-Alabama","2014",0.882243464019762,0,0,0.562837816351195
"1953","Franklin-Alabama","2015",0.891452893526353,1,0,0.882243464019762
"1957","Franklin-Arkansas","2007",5.94354288435992e-42,0,0,0.999998477762059
"1958","Franklin-Arkansas","2008",2.17026572535742e-22,0,0,5.94354288435992e-42
"1959","Franklin-Arkansas","2009",0.000166519682169257,0,0,2.17026572535742e-22
"1960","Franklin-Arkansas","2010",0.00016652260260755,0,0,0.000166519682169257
